status_pemeriksaan;durasi;sejarah_kredit;tujuan_kredit;jumlah kredit;status_tabungan;pekerjaan;komitmen_cicilan;status_pribadi;pihak_lain;lama_tinggal;nilai_properti;usia;rencana_pembayaran_lainnya;tempat_tinggal;kredit_yang_ada;pekerjaan;jumlah_tanggungan;memiliki_ponsel;pekerja_asing;kelas
<0;6;kredit penting/kredit lainnya;perabot/perlengkapan;1872;<100;pengangguran;4;pria lajang;tidak ada;4;tidak diketahui;36;tidak ada;gratis;3;kualifikasi tinggi;1;ya;ya;baik
tidak ada pemeriksaan;24;kredit penting/kredit lainnya;perbaikan;2058;<100;1;4;pria bercerai;tidak ada;2;perumahan;33;tidak ada;milik sendiri;2;terampil;1;ya;ya;baik
<0;9;berbayar yang ada;perabot/perlengkapan;2136;<100;1;3;pria lajang;tidak ada;2;perumahan;25;tidak ada;milik sendiri;1;terampil;1;tidak;ya;baik
0<=X<200;12;berbayar yang ada;radio/tv;1484;tidak diketahui;1;2;pria menikah/duda;tidak ada;1;perumahan;25;tidak ada;milik sendiri;1;terampil;1;ya;ya;buruk
tidak ada pemeriksaan;6;berbayar yang ada;perbaikan;660;500;4;2;pria menikah/duda;tidak ada;4;perumahan;23;tidak ada;sewa;1;tidak terampil;1;tidak;ya;baik
tidak ada pemeriksaan;24;kredit penting/kredit lainnya;mobil baru;1287;>=1000;>=7;4;wanita bercerai/menikah;tidak ada;4;perumahan;37;tidak ada;milik sendiri;2;terampil;1;ya;ya;baik
<0;42;kredit penting/kredit lainnya;perbaikan;3394;<100;pengangguran;4;pria lajang;pemohon bersama;4;mobil;65;tidak ada;milik sendiri;2;unemp/tidak terampil non res;1;tidak;ya;baik
>=200;12;lunas seluruhnya;bisnis;609;<100;<1;4;wanita bercerai/menikah;tidak ada;1;perumahan;26;tidak ada;milik sendiri;1;unemp/tidak terampil non res;1;tidak;ya;buruk
tidak ada pemeriksaan;12;berbayar yang ada;mobil baru;1884;<100;>=7;4;pria lajang;tidak ada;4;mobil;39;tidak ada;milik sendiri;1;kualifikasi tinggi;1;ya;ya;baik
<0;12;berbayar yang ada;perabot/perlengkapan;1620;<100;1;2;wanita bercerai/menikah;pemohon bersama;3;asuransi jiwa;30;tidak ada;milik sendiri;1;terampil;1;tidak;ya;baik
0<=X<200;20;sebelumnya tertunda;lainnya;2629;<100;1;2;pria lajang;tidak ada;3;mobil;29;bank;milik sendiri;2;terampil;1;ya;ya;baik
tidak ada pemeriksaan;12;berbayar yang ada;pendidikan;719;<100;>=7;4;pria lajang;tidak ada;4;mobil;41;bank;milik sendiri;1;tidak terampil;2;tidak;ya;buruk
0<=X<200;48;kredit penting/kredit lainnya;perabot/perlengkapan;5096;<100;1;2;wanita bercerai/menikah;tidak ada;3;mobil;30;tidak ada;milik sendiri;1;kualifikasi tinggi;1;ya;ya;buruk
tidak ada pemeriksaan;9;kredit penting/kredit lainnya;pendidikan;1244;tidak diketahui;>=7;4;wanita bercerai/menikah;tidak ada;4;asuransi jiwa;41;tidak ada;sewa;2;tidak terampil;1;tidak;ya;baik
<0;36;berbayar yang ada;mobil baru;1842;<100;<1;4;wanita bercerai/menikah;tidak ada;4;mobil;34;tidak ada;milik sendiri;1;terampil;1;ya;ya;buruk
0<=X<200;7;berbayar yang ada;radio/tv;2576;<100;1;2;pria lajang;penjamin;2;perumahan;35;tidak ada;milik sendiri;1;terampil;1;tidak;ya;baik
>=200;12;berbayar yang ada;perabot/perlengkapan;1424;tidak diketahui;>=7;3;wanita bercerai/menikah;tidak ada;4;perumahan;55;tidak ada;milik sendiri;1;kualifikasi tinggi;1;ya;ya;baik
0<=X<200;15;sebelumnya tertunda;perbaikan;1512;>=1000;1;3;pria menikah/duda;tidak ada;3;asuransi jiwa;61;toko;milik sendiri;2;terampil;1;tidak;ya;buruk
tidak ada pemeriksaan;36;kredit penting/kredit lainnya;mobil bekas;11054;tidak diketahui;1;4;pria lajang;tidak ada;2;mobil;30;tidak ada;milik sendiri;1;kualifikasi tinggi;1;ya;ya;baik
tidak ada pemeriksaan;6;berbayar yang ada;radio/tv;518;<100;1;3;wanita bercerai/menikah;tidak ada;1;perumahan;29;tidak ada;milik sendiri;1;terampil;1;tidak;ya;baik
tidak ada pemeriksaan;12;tidak ada kredit/kredit lunas;perabot/perlengkapan;2759;<100;>=7;2;pria lajang;tidak ada;4;asuransi jiwa;34;tidak ada;milik sendiri;2;terampil;1;tidak;ya;baik
tidak ada pemeriksaan;24;berbayar yang ada;mobil bekas;2670;<100;>=7;4;pria lajang;tidak ada;4;mobil;35;tidak ada;milik sendiri;1;kualifikasi tinggi;1;ya;ya;baik
<0;24;berbayar yang ada;mobil baru;4817;<100;4;2;pria lajang;pemohon bersama;3;asuransi jiwa;31;tidak ada;milik sendiri;1;terampil;1;ya;ya;buruk
tidak ada pemeriksaan;24;berbayar yang ada;mobil bekas;2679;<100;<1;4;wanita bercerai/menikah;tidak ada;1;tidak diketahui;29;tidak ada;milik sendiri;1;kualifikasi tinggi;1;ya;ya;baik
<0;11;kredit penting/kredit lainnya;mobil baru;3905;<100;1;2;pria lajang;tidak ada;2;perumahan;36;tidak ada;sewa;2;terampil;2;tidak;ya;baik
<0;12;berbayar yang ada;mobil bekas;3386;<100;>=7;3;pria lajang;tidak ada;4;tidak diketahui;35;tidak ada;gratis;1;terampil;1;ya;ya;buruk
<0;6;berbayar yang ada;peralatan rumah tangga;343;<100;<1;4;wanita bercerai/menikah;tidak ada;1;perumahan;27;tidak ada;milik sendiri;1;terampil;1;tidak;ya;baik
tidak ada pemeriksaan;18;berbayar yang ada;radio/tv;4594;<100;<1;3;pria lajang;tidak ada;2;mobil;32;tidak ada;milik sendiri;1;terampil;1;ya;ya;baik
<0;36;berbayar yang ada;perabot/perlengkapan;3620;<100;1;1;pria lajang;penjamin;2;asuransi jiwa;37;tidak ada;milik sendiri;1;terampil;2;tidak;ya;baik
<0;15;berbayar yang ada;mobil baru;1721;<100;<1;2;pria lajang;tidak ada;3;perumahan;36;tidak ada;milik sendiri;1;terampil;1;tidak;ya;baik
0<=X<200;12;berbayar yang ada;perabot/perlengkapan;3017;<100;<1;3;wanita bercerai/menikah;tidak ada;1;perumahan;34;tidak ada;sewa;1;kualifikasi tinggi;1;tidak;ya;baik
0<=X<200;12;berbayar yang ada;pengalihan karir;754;tidak diketahui;>=7;4;pria lajang;tidak ada;4;asuransi jiwa;38;tidak ada;milik sendiri;2;terampil;1;tidak;ya;baik
tidak ada pemeriksaan;18;berbayar yang ada;bisnis;1950;<100;4;4;pria lajang;tidak ada;1;mobil;34;toko;milik sendiri;2;terampil;1;ya;ya;baik
<0;24;berbayar yang ada;mobil bekas;2924;<100;1;3;pria lajang;penjamin;4;tidak diketahui;63;bank;milik sendiri;1;terampil;2;ya;ya;baik
<0;24;sebelumnya tertunda;radio/tv;1659;<100;<1;4;wanita bercerai/menikah;tidak ada;2;mobil;29;tidak ada;sewa;1;tidak terampil;1;ya;ya;buruk
tidak ada pemeriksaan;48;sebelumnya tertunda;radio/tv;7238;tidak diketahui;>=7;3;pria lajang;tidak ada;3;mobil;32;bank;milik sendiri;2;terampil;2;tidak;ya;baik
tidak ada pemeriksaan;33;sebelumnya tertunda;bisnis;2764;<100;1;2;wanita bercerai/menikah;tidak ada;2;mobil;26;tidak ada;milik sendiri;2;terampil;1;ya;ya;baik
tidak ada pemeriksaan;24;sebelumnya tertunda;mobil bekas;4679;<100;4;3;pria lajang;tidak ada;3;mobil;35;tidak ada;milik sendiri;2;tidak terampil;1;ya;ya;baik
0<=X<200;24;berbayar yang ada;radio/tv;3092;100;<1;3;pria menikah/duda;tidak ada;2;mobil;22;tidak ada;sewa;1;terampil;1;ya;ya;buruk
<0;6;berbayar yang ada;pendidikan;448;<100;<1;4;wanita bercerai/menikah;tidak ada;4;asuransi jiwa;23;tidak ada;milik sendiri;1;terampil;1;tidak;ya;buruk
<0;9;berbayar yang ada;mobil baru;654;<100;1;4;pria lajang;tidak ada;3;mobil;28;tidak ada;milik sendiri;1;tidak terampil;1;tidak;ya;buruk
tidak ada pemeriksaan;6;berbayar yang ada;pengalihan karir;1238;tidak diketahui;pengangguran;4;pria lajang;tidak ada;4;asuransi jiwa;36;tidak ada;milik sendiri;1;kualifikasi tinggi;2;ya;ya;baik
0<=X<200;18;kredit penting/kredit lainnya;radio/tv;1245;<100;1;4;pria menikah/duda;tidak ada;2;mobil;33;tidak ada;milik sendiri;1;terampil;1;tidak;ya;buruk
<0;18;tidak ada kredit/kredit lunas;perabot/perlengkapan;3114;<100;<1;1;wanita bercerai/menikah;tidak ada;4;asuransi jiwa;26;tidak ada;sewa;1;terampil;1;tidak;ya;buruk
tidak ada pemeriksaan;39;berbayar yang ada;mobil bekas;2569;500;1;4;pria lajang;tidak ada;4;mobil;24;tidak ada;milik sendiri;1;terampil;1;tidak;ya;baik
>=200;24;berbayar yang ada;radio/tv;5152;<100;4;4;pria lajang;tidak ada;2;mobil;25;bank;milik sendiri;1;terampil;1;tidak;ya;baik
0<=X<200;12;berbayar yang ada;bisnis;1037;100;4;3;pria lajang;tidak ada;4;perumahan;39;tidak ada;milik sendiri;1;tidak terampil;1;tidak;ya;baik
<0;15;kredit penting/kredit lainnya;perabot/perlengkapan;1478;<100;>=7;4;pria lajang;tidak ada;4;mobil;44;tidak ada;milik sendiri;2;terampil;2;ya;ya;baik
0<=X<200;12;kredit penting/kredit lainnya;radio/tv;3573;<100;1;1;wanita bercerai/menikah;tidak ada;1;perumahan;23;tidak ada;milik sendiri;1;tidak terampil;1;tidak;ya;baik
0<=X<200;24;berbayar yang ada;mobil baru;1201;<100;<1;4;pria lajang;tidak ada;1;asuransi jiwa;26;tidak ada;milik sendiri;1;terampil;1;tidak;ya;baik
<0;30;berbayar yang ada;perabot/perlengkapan;3622;>=1000;>=7;4;wanita bercerai/menikah;tidak ada;4;asuransi jiwa;57;tidak ada;sewa;2;terampil;1;ya;ya;baik
tidak ada pemeriksaan;15;sebelumnya tertunda;perabot/perlengkapan;960;>=1000;4;3;wanita bercerai/menikah;tidak ada;2;asuransi jiwa;30;tidak ada;milik sendiri;2;terampil;1;tidak;ya;baik
tidak ada pemeriksaan;12;kredit penting/kredit lainnya;mobil baru;1163;500;1;4;pria lajang;tidak ada;4;perumahan;44;tidak ada;milik sendiri;1;terampil;1;ya;ya;baik
0<=X<200;6;sebelumnya tertunda;mobil baru;1209;<100;pengangguran;4;pria lajang;tidak ada;4;asuransi jiwa;47;tidak ada;milik sendiri;1;kualifikasi tinggi;1;ya;ya;buruk
tidak ada pemeriksaan;12;berbayar yang ada;radio/tv;3077;<100;1;2;pria lajang;tidak ada;4;mobil;52;tidak ada;milik sendiri;1;terampil;1;ya;ya;baik
tidak ada pemeriksaan;24;berbayar yang ada;mobil baru;3757;<100;>=7;4;wanita bercerai/menikah;pemohon bersama;4;tidak diketahui;62;tidak ada;gratis;1;terampil;1;ya;ya;baik
tidak ada pemeriksaan;10;berbayar yang ada;mobil baru;1418;100;1;3;pria lajang;tidak ada;2;perumahan;35;tidak ada;sewa;1;tidak terampil;1;tidak;tidak;baik
tidak ada pemeriksaan;6;berbayar yang ada;mobil baru;3518;<100;1;2;pria lajang;penjamin;3;asuransi jiwa;26;tidak ada;sewa;1;terampil;1;tidak;ya;baik
tidak ada pemeriksaan;12;kredit penting/kredit lainnya;radio/tv;1934;<100;>=7;2;pria lajang;tidak ada;2;tidak diketahui;26;tidak ada;milik sendiri;2;terampil;1;tidak;ya;baik
0<=X<200;27;tidak ada kredit/kredit lunas;bisnis;8318;<100;>=7;2;wanita bercerai/menikah;tidak ada;4;tidak diketahui;42;tidak ada;gratis;2;kualifikasi tinggi;1;ya;ya;buruk
tidak ada pemeriksaan;6;kredit penting/kredit lainnya;radio/tv;1237;100;1;1;wanita bercerai/menikah;tidak ada;1;asuransi jiwa;27;tidak ada;milik sendiri;2;terampil;1;tidak;ya;baik
0<=X<200;6;berbayar yang ada;radio/tv;368;tidak diketahui;>=7;4;pria lajang;tidak ada;4;asuransi jiwa;38;tidak ada;milik sendiri;1;terampil;1;tidak;ya;baik
<0;12;kredit penting/kredit lainnya;mobil baru;2122;<100;1;3;pria lajang;tidak ada;2;perumahan;39;tidak ada;sewa;2;tidak terampil;2;tidak;tidak;baik
<0;24;berbayar yang ada;perabot/perlengkapan;2996;tidak diketahui;1;2;pria menikah/duda;tidak ada;4;mobil;20;tidak ada;milik sendiri;1;terampil;1;tidak;ya;buruk
0<=X<200;36;berbayar yang ada;perabot/perlengkapan;9034;100;<1;4;pria lajang;pemohon bersama;1;tidak diketahui;29;tidak ada;sewa;1;kualifikasi tinggi;1;ya;ya;buruk
tidak ada pemeriksaan;24;kredit penting/kredit lainnya;perabot/perlengkapan;1585;<100;4;4;pria lajang;tidak ada;3;asuransi jiwa;40;tidak ada;milik sendiri;2;terampil;1;tidak;ya;baik
0<=X<200;18;berbayar yang ada;radio/tv;1301;<100;>=7;4;pria menikah/duda;penjamin;2;perumahan;32;tidak ada;milik sendiri;1;tidak terampil;1;tidak;ya;baik
>=200;6;kredit penting/kredit lainnya;mobil baru;1323;100;>=7;2;pria bercerai;tidak ada;4;mobil;28;tidak ada;milik sendiri;2;terampil;2;ya;ya;baik
<0;24;berbayar yang ada;mobil baru;3123;<100;<1;4;wanita bercerai/menikah;tidak ada;1;asuransi jiwa;27;tidak ada;milik sendiri;1;terampil;1;tidak;ya;buruk
<0;36;berbayar yang ada;mobil bekas;5493;<100;>=7;2;pria lajang;tidak ada;4;tidak diketahui;42;tidak ada;gratis;1;terampil;2;tidak;ya;baik
>=200;9;berbayar yang ada;radio/tv;1126;100;>=7;2;pria bercerai;tidak ada;4;perumahan;49;tidak ada;milik sendiri;1;terampil;1;tidak;ya;baik
0<=X<200;24;kredit penting/kredit lainnya;radio/tv;1216;100;<1;4;pria lajang;tidak ada;4;tidak diketahui;38;bank;milik sendiri;2;terampil;2;tidak;ya;buruk
<0;24;berbayar yang ada;mobil baru;1207;<100;<1;4;wanita bercerai/menikah;tidak ada;4;asuransi jiwa;24;tidak ada;sewa;1;terampil;1;tidak;ya;buruk
tidak ada pemeriksaan;10;berbayar yang ada;mobil baru;1309;tidak diketahui;1;4;pria lajang;penjamin;4;asuransi jiwa;27;tidak ada;milik sendiri;1;tidak terampil;1;tidak;ya;buruk
>=200;15;kredit penting/kredit lainnya;mobil bekas;2360;500;1;2;pria lajang;tidak ada;2;mobil;36;tidak ada;milik sendiri;1;terampil;1;ya;ya;baik
0<=X<200;15;lunas seluruhnya;mobil baru;6850;100;pengangguran;1;pria lajang;tidak ada;2;asuransi jiwa;34;tidak ada;milik sendiri;1;kualifikasi tinggi;2;ya;ya;buruk
tidak ada pemeriksaan;24;berbayar yang ada;radio/tv;1413;<100;1;4;pria menikah/duda;tidak ada;2;asuransi jiwa;28;tidak ada;milik sendiri;1;terampil;1;tidak;ya;baik
tidak ada pemeriksaan;39;berbayar yang ada;mobil bekas;8588;100;>=7;4;pria lajang;tidak ada;2;mobil;45;tidak ada;milik sendiri;1;kualifikasi tinggi;1;ya;ya;baik
<0;12;berbayar yang ada;mobil baru;759;<100;4;4;pria lajang;tidak ada;2;perumahan;26;tidak ada;milik sendiri;1;terampil;1;tidak;ya;buruk
tidak ada pemeriksaan;36;berbayar yang ada;mobil bekas;4686;<100;1;2;pria lajang;tidak ada;2;tidak diketahui;32;tidak ada;gratis;1;kualifikasi tinggi;1;ya;ya;baik
>=200;15;berbayar yang ada;bisnis;2687;<100;4;2;pria lajang;tidak ada;4;asuransi jiwa;26;tidak ada;sewa;1;terampil;1;ya;ya;baik
0<=X<200;12;sebelumnya tertunda;radio/tv;585;<100;1;4;pria menikah/duda;pemohon bersama;4;perumahan;20;tidak ada;sewa;2;terampil;1;tidak;ya;baik
tidak ada pemeriksaan;24;berbayar yang ada;mobil baru;2255;tidak diketahui;<1;4;pria lajang;tidak ada;1;asuransi jiwa;54;tidak ada;milik sendiri;1;terampil;1;tidak;ya;baik
<0;6;kredit penting/kredit lainnya;mobil baru;609;<100;4;4;wanita bercerai/menikah;tidak ada;3;asuransi jiwa;37;tidak ada;milik sendiri;2;terampil;1;tidak;tidak;baik
<0;6;kredit penting/kredit lainnya;mobil baru;1361;<100;<1;2;pria lajang;tidak ada;4;perumahan;40;tidak ada;milik sendiri;1;tidak terampil;2;tidak;tidak;baik
tidak ada pemeriksaan;36;kredit penting/kredit lainnya;perabot/perlengkapan;7127;<100;<1;2;wanita bercerai/menikah;tidak ada;4;asuransi jiwa;23;tidak ada;sewa;2;terampil;1;ya;ya;buruk
<0;6;berbayar yang ada;mobil baru;1203;100;>=7;3;pria lajang;tidak ada;2;asuransi jiwa;43;tidak ada;milik sendiri;1;terampil;1;ya;ya;baik
tidak ada pemeriksaan;6;kredit penting/kredit lainnya;radio/tv;700;tidak diketahui;>=7;4;pria lajang;tidak ada;4;tidak diketahui;36;tidak ada;gratis;2;terampil;1;tidak;ya;baik
tidak ada pemeriksaan;24;kredit penting/kredit lainnya;perbaikan;5507;<100;>=7;3;pria lajang;tidak ada;4;tidak diketahui;44;tidak ada;gratis;2;terampil;1;tidak;ya;baik
<0;18;berbayar yang ada;radio/tv;3190;<100;1;2;wanita bercerai/menikah;tidak ada;2;perumahan;24;tidak ada;milik sendiri;1;terampil;1;tidak;ya;buruk
<0;48;tidak ada kredit/kredit lunas;perabot/perlengkapan;7119;<100;1;3;pria lajang;tidak ada;4;tidak diketahui;53;tidak ada;gratis;2;terampil;2;tidak;ya;buruk
tidak ada pemeriksaan;24;berbayar yang ada;mobil bekas;3488;100;4;3;wanita bercerai/menikah;tidak ada;4;mobil;23;tidak ada;milik sendiri;1;terampil;1;tidak;ya;baik
0<=X<200;18;berbayar yang ada;radio/tv;1113;<100;1;4;wanita bercerai/menikah;penjamin;4;perumahan;26;tidak ada;milik sendiri;1;tidak terampil;2;tidak;ya;baik
0<=X<200;26;berbayar yang ada;mobil bekas;7966;<100;<1;2;pria lajang;tidak ada;3;mobil;30;tidak ada;milik sendiri;2;terampil;1;tidak;ya;baik
tidak ada pemeriksaan;15;kredit penting/kredit lainnya;pendidikan;1532;100;1;4;wanita bercerai/menikah;tidak ada;3;mobil;31;tidak ada;milik sendiri;1;terampil;1;tidak;ya;baik
tidak ada pemeriksaan;4;kredit penting/kredit lainnya;radio/tv;1503;<100;4;2;pria lajang;tidak ada;1;perumahan;42;tidak ada;milik sendiri;2;tidak terampil;2;tidak;ya;baik
<0;36;berbayar yang ada;radio/tv;2302;<100;1;4;pria bercerai;tidak ada;4;mobil;31;tidak ada;sewa;1;terampil;1;tidak;ya;buruk
<0;6;berbayar yang ada;mobil baru;662;<100;<1;3;pria lajang;tidak ada;4;perumahan;41;tidak ada;milik sendiri;1;tidak terampil;2;ya;ya;baik
0<=X<200;36;berbayar yang ada;pendidikan;2273;<100;4;3;pria lajang;tidak ada;1;mobil;32;tidak ada;milik sendiri;2;terampil;2;tidak;ya;baik
0<=X<200;15;berbayar yang ada;mobil baru;2631;100;1;2;wanita bercerai/menikah;tidak ada;4;mobil;28;tidak ada;sewa;2;terampil;1;ya;ya;buruk
tidak ada pemeriksaan;12;sebelumnya tertunda;mobil bekas;1503;<100;1;4;pria menikah/duda;tidak ada;4;perumahan;41;tidak ada;sewa;1;terampil;1;tidak;ya;baik
tidak ada pemeriksaan;24;berbayar yang ada;radio/tv;1311;100;4;4;pria menikah/duda;tidak ada;3;asuransi jiwa;26;tidak ada;milik sendiri;1;terampil;1;ya;ya;baik
tidak ada pemeriksaan;24;berbayar yang ada;radio/tv;3105;tidak diketahui;<1;4;pria lajang;tidak ada;2;mobil;25;tidak ada;milik sendiri;2;terampil;1;tidak;ya;baik
>=200;21;kredit penting/kredit lainnya;pendidikan;2319;<100;<1;2;pria bercerai;tidak ada;1;mobil;33;tidak ada;sewa;1;terampil;1;tidak;ya;buruk
<0;6;berbayar yang ada;mobil baru;1374;tidak diketahui;pengangguran;4;wanita bercerai/menikah;tidak ada;3;asuransi jiwa;75;tidak ada;milik sendiri;1;kualifikasi tinggi;1;ya;ya;baik
0<=X<200;18;kredit penting/kredit lainnya;perabot/perlengkapan;3612;<100;>=7;3;wanita bercerai/menikah;tidak ada;4;asuransi jiwa;37;tidak ada;milik sendiri;1;terampil;1;ya;ya;baik
<0;48;berbayar yang ada;mobil baru;7763;<100;>=7;4;pria lajang;tidak ada;4;tidak diketahui;42;bank;gratis;1;kualifikasi tinggi;1;tidak;ya;buruk
>=200;18;berbayar yang ada;perabot/perlengkapan;3049;<100;<1;1;wanita bercerai/menikah;tidak ada;1;asuransi jiwa;45;toko;milik sendiri;1;tidak terampil;1;tidak;ya;baik
0<=X<200;12;berbayar yang ada;radio/tv;1534;<100;<1;1;pria menikah/duda;tidak ada;1;perumahan;23;tidak ada;sewa;1;terampil;1;tidak;ya;buruk
tidak ada pemeriksaan;24;sebelumnya tertunda;mobil baru;2032;<100;>=7;4;pria lajang;tidak ada;4;tidak diketahui;60;tidak ada;gratis;2;terampil;1;ya;ya;baik
<0;30;berbayar yang ada;perabot/perlengkapan;6350;tidak diketahui;>=7;4;pria lajang;tidak ada;4;asuransi jiwa;31;tidak ada;milik sendiri;1;terampil;1;tidak;ya;buruk
>=200;18;berbayar yang ada;perabot/perlengkapan;2864;<100;1;2;pria lajang;tidak ada;1;perumahan;34;tidak ada;milik sendiri;1;tidak terampil;2;tidak;ya;buruk
tidak ada pemeriksaan;12;kredit penting/kredit lainnya;mobil baru;1255;<100;>=7;4;pria lajang;tidak ada;4;perumahan;61;tidak ada;milik sendiri;2;tidak terampil;1;tidak;ya;baik
<0;24;sebelumnya tertunda;mobil baru;1333;<100;pengangguran;4;pria lajang;tidak ada;2;perumahan;43;tidak ada;gratis;2;terampil;2;tidak;ya;buruk
tidak ada pemeriksaan;24;kredit penting/kredit lainnya;mobil baru;2022;<100;1;4;wanita bercerai/menikah;tidak ada;4;mobil;37;tidak ada;milik sendiri;1;terampil;1;ya;ya;baik
tidak ada pemeriksaan;24;berbayar yang ada;radio/tv;1552;<100;4;3;pria lajang;tidak ada;1;mobil;32;bank;milik sendiri;1;terampil;2;tidak;ya;baik
<0;12;lunas seluruhnya;radio/tv;626;<100;1;4;wanita bercerai/menikah;tidak ada;4;perumahan;24;bank;milik sendiri;1;tidak terampil;1;tidak;ya;buruk
tidak ada pemeriksaan;48;kredit penting/kredit lainnya;mobil bekas;8858;tidak diketahui;4;2;pria lajang;tidak ada;1;tidak diketahui;35;tidak ada;gratis;2;terampil;1;ya;ya;baik
tidak ada pemeriksaan;12;kredit penting/kredit lainnya;perbaikan;996;tidak diketahui;4;4;wanita bercerai/menikah;tidak ada;4;perumahan;23;tidak ada;milik sendiri;2;terampil;1;tidak;ya;baik
tidak ada pemeriksaan;6;lunas seluruhnya;radio/tv;1750;500;>=7;2;pria lajang;tidak ada;4;asuransi jiwa;45;bank;milik sendiri;1;tidak terampil;2;tidak;ya;baik
<0;48;berbayar yang ada;radio/tv;6999;<100;4;1;pria menikah/duda;penjamin;1;perumahan;34;tidak ada;milik sendiri;2;terampil;1;ya;ya;buruk
0<=X<200;12;kredit penting/kredit lainnya;mobil baru;1995;100;<1;4;pria lajang;tidak ada;1;mobil;27;tidak ada;milik sendiri;1;terampil;1;tidak;ya;baik
0<=X<200;9;berbayar yang ada;pendidikan;1199;<100;4;4;wanita bercerai/menikah;tidak ada;4;asuransi jiwa;67;tidak ada;milik sendiri;2;kualifikasi tinggi;1;ya;ya;baik
0<=X<200;12;berbayar yang ada;radio/tv;1331;<100;<1;2;pria lajang;tidak ada;1;mobil;22;toko;milik sendiri;1;terampil;1;tidak;ya;buruk
0<=X<200;18;tidak ada kredit/kredit lunas;mobil baru;2278;100;<1;3;wanita bercerai/menikah;tidak ada;3;mobil;28;tidak ada;milik sendiri;2;terampil;1;tidak;ya;buruk
tidak ada pemeriksaan;21;tidak ada kredit/kredit lunas;mobil baru;5003;tidak diketahui;1;1;wanita bercerai/menikah;tidak ada;4;asuransi jiwa;29;bank;milik sendiri;2;terampil;1;ya;ya;buruk
<0;24;lunas seluruhnya;perabot/perlengkapan;3552;<100;4;3;pria lajang;tidak ada;4;mobil;27;bank;milik sendiri;1;terampil;1;tidak;ya;buruk
0<=X<200;18;kredit penting/kredit lainnya;perabot/perlengkapan;1928;<100;<1;2;pria lajang;tidak ada;2;perumahan;31;tidak ada;milik sendiri;2;tidak terampil;1;tidak;ya;buruk
<0;24;berbayar yang ada;mobil bekas;2964;tidak diketahui;>=7;4;pria lajang;tidak ada;4;tidak diketahui;49;bank;gratis;1;terampil;2;ya;ya;baik
<0;24;lunas seluruhnya;radio/tv;1546;<100;4;4;pria lajang;penjamin;4;mobil;24;bank;sewa;1;tidak terampil;1;tidak;ya;buruk
>=200;6;sebelumnya tertunda;radio/tv;683;<100;<1;2;wanita bercerai/menikah;tidak ada;1;asuransi jiwa;29;bank;milik sendiri;1;terampil;1;tidak;ya;baik
0<=X<200;36;berbayar yang ada;mobil baru;12389;tidak diketahui;1;1;pria lajang;tidak ada;4;tidak diketahui;37;tidak ada;gratis;1;terampil;1;ya;ya;buruk
0<=X<200;24;sebelumnya tertunda;bisnis;4712;tidak diketahui;1;4;pria lajang;tidak ada;2;asuransi jiwa;37;bank;milik sendiri;2;kualifikasi tinggi;1;ya;ya;baik
0<=X<200;24;sebelumnya tertunda;radio/tv;1553;100;4;3;wanita bercerai/menikah;tidak ada;2;asuransi jiwa;23;tidak ada;sewa;2;terampil;1;ya;ya;baik
<0;12;berbayar yang ada;mobil baru;1372;<100;4;2;pria bercerai;tidak ada;3;mobil;36;tidak ada;milik sendiri;1;terampil;1;tidak;ya;buruk
tidak ada pemeriksaan;24;kredit penting/kredit lainnya;radio/tv;2578;>=1000;>=7;2;pria lajang;tidak ada;2;mobil;34;tidak ada;milik sendiri;1;terampil;1;tidak;ya;baik
0<=X<200;48;berbayar yang ada;radio/tv;3979;tidak diketahui;4;4;pria lajang;tidak ada;1;mobil;41;tidak ada;milik sendiri;2;terampil;2;ya;ya;baik
<0;48;berbayar yang ada;radio/tv;6758;<100;1;3;wanita bercerai/menikah;tidak ada;2;mobil;31;tidak ada;milik sendiri;1;terampil;1;ya;ya;buruk
<0;24;berbayar yang ada;perabot/perlengkapan;3234;<100;<1;4;wanita bercerai/menikah;tidak ada;4;perumahan;23;tidak ada;sewa;1;tidak terampil;1;ya;ya;buruk
tidak ada pemeriksaan;30;kredit penting/kredit lainnya;radio/tv;5954;<100;4;3;pria lajang;pemohon bersama;2;mobil;38;tidak ada;milik sendiri;1;terampil;1;tidak;ya;baik
tidak ada pemeriksaan;24;berbayar yang ada;mobil bekas;5433;tidak diketahui;pengangguran;2;wanita bercerai/menikah;tidak ada;4;asuransi jiwa;26;tidak ada;sewa;1;kualifikasi tinggi;1;ya;ya;baik
<0;15;berbayar yang ada;bisnis;806;<100;1;4;wanita bercerai/menikah;tidak ada;4;asuransi jiwa;22;tidak ada;milik sendiri;1;tidak terampil;1;tidak;ya;baik
0<=X<200;9;berbayar yang ada;radio/tv;1082;<100;>=7;4;pria lajang;tidak ada;4;mobil;27;tidak ada;milik sendiri;2;tidak terampil;1;tidak;ya;baik
tidak ada pemeriksaan;15;kredit penting/kredit lainnya;perabot/perlengkapan;2788;<100;4;2;wanita bercerai/menikah;pemohon bersama;3;mobil;24;bank;milik sendiri;2;terampil;1;tidak;ya;baik
0<=X<200;12;berbayar yang ada;radio/tv;2930;<100;4;2;wanita bercerai/menikah;tidak ada;1;perumahan;27;tidak ada;milik sendiri;1;terampil;1;tidak;ya;baik
